Time Left,Rounded Units Left,Bid Ask Spread,Volume Misbalance,Immediate Cost,Signed Transcation Volume,Action,Expected Payout
1,1,0,4,7,1,0,0.0
1,1,0,4,7,1,1,0.0
1,0,0,3,0,1,0,0.0
1,0,0,3,0,1,1,0.0
1,1,0,3,7,1,0,0.0
1,1,0,3,7,1,1,0.0
1,1,4,4,7,1,0,0.0
1,1,4,4,7,1,1,0.0
1,0,4,4,0,0,0,0.0
1,0,4,4,0,0,1,0.0
1,1,4,4,7,0,0,0.0
1,1,4,4,7,0,1,0.0
1,0,4,5,0,1,0,0.0
1,0,4,5,0,1,1,0.0
1,1,4,5,7,1,0,0.0
1,1,4,5,7,1,1,0.0
1,1,3,5,7,2,0,0.0
1,1,3,5,7,2,1,0.0
1,1,3,4,7,3,0,0.0
1,1,3,4,7,3,1,0.0
1,1,3,5,7,3,0,0.0
1,1,3,5,7,3,1,0.0
1,1,3,4,7,5,0,0.0
1,1,3,4,7,5,1,0.0
1,1,3,4,7,6,0,0.0
1,1,3,4,7,6,1,0.0
1,1,3,5,7,5,0,0.0
1,1,3,5,7,5,1,0.0
1,1,3,5,7,6,0,0.0
1,1,3,5,7,6,1,0.0
1,1,3,6,7,6,0,0.0
1,1,3,6,7,6,1,0.0
1,0,3,3,0,5,0,0.0
1,0,3,3,0,5,1,0.0
1,1,3,3,7,5,0,0.0
1,1,3,3,7,5,1,0.0
1,0,3,3,0,3,0,0.0
1,0,3,3,0,3,1,0.0
1,1,3,3,7,3,0,0.0
1,1,3,3,7,3,1,0.0
1,0,3,3,0,4,0,0.0
1,0,3,3,0,4,1,0.0
1,1,3,3,7,4,0,0.0
1,1,3,3,7,4,1,0.0
1,0,3,2,0,3,0,0.0
1,0,3,2,0,3,1,0.0
1,1,3,2,7,3,0,0.0
1,1,3,2,7,3,1,0.0
1,0,0,2,0,4,0,0.0
1,0,0,2,0,4,1,0.0
1,1,0,2,5,4,0,0.0
1,1,0,2,5,4,1,0.0
1,0,3,2,0,4,0,0.0
1,0,3,2,0,4,1,0.0
1,1,3,2,7,4,0,0.0
1,1,3,2,7,4,1,0.0
1,1,0,2,6,4,0,0.0
1,1,0,2,6,4,1,0.0
1,0,3,1,0,3,0,0.0
1,0,3,1,0,3,1,0.0
1,1,3,1,7,3,0,0.0
1,1,3,1,7,3,1,0.0
1,0,2,2,0,4,0,0.0
1,0,2,2,0,4,1,0.0
1,1,2,2,7,4,0,0.0
1,1,2,2,7,4,1,0.0
1,0,2,2,0,5,0,0.0
1,0,2,2,0,5,1,0.0
1,1,2,2,7,5,0,0.0
1,1,2,2,7,5,1,0.0
1,0,2,1,0,4,0,0.0
1,0,2,1,0,4,1,0.0
1,1,2,1,7,4,0,0.0
1,1,2,1,7,4,1,0.0
1,0,2,2,0,3,0,0.0
1,0,2,2,0,3,1,0.0
1,1,2,2,7,3,0,0.0
1,1,2,2,7,3,1,0.0
1,0,2,1,0,3,0,0.0
1,0,2,1,0,3,1,0.0
1,1,2,1,7,3,0,0.0
1,1,2,1,7,3,1,0.0
1,0,2,1,0,2,0,0.0
1,0,2,1,0,2,1,0.0
1,1,2,1,7,2,0,0.0
1,1,2,1,7,2,1,0.0
1,0,2,1,0,5,0,0.0
1,0,2,1,0,5,1,0.0
1,1,2,1,7,5,0,0.0
1,1,2,1,7,5,1,0.0
1,0,2,0,0,6,0,0.0
1,0,2,0,0,6,1,0.0
1,1,2,0,7,6,0,0.0
1,1,2,0,7,6,1,0.0
1,0,3,2,0,2,0,0.0
1,0,3,2,0,2,1,0.0
1,1,3,2,7,2,0,0.0
1,1,3,2,7,2,1,0.0
1,0,2,2,0,2,0,0.0
1,0,2,2,0,2,1,0.0
1,1,2,2,7,2,0,0.0
1,1,2,2,7,2,1,0.0
1,0,0,2,0,1,0,0.0
1,0,0,2,0,1,1,0.0
1,1,0,2,7,1,0,0.0
1,1,0,2,7,1,1,0.0
1,1,0,2,7,4,0,0.0
1,1,0,2,7,4,1,0.0
1,0,0,1,0,5,0,0.0
1,0,0,1,0,5,1,0.0
1,1,0,1,6,5,0,0.0
1,1,0,1,6,5,1,0.0
1,0,0,2,0,3,0,0.0
1,0,0,2,0,3,1,0.0
1,1,0,2,7,3,0,0.0
1,1,0,2,7,3,1,0.0
1,0,0,1,0,3,0,0.0
1,0,0,1,0,3,1,0.0
1,1,0,1,7,3,0,0.0
1,1,0,1,7,3,1,0.0
1,1,2,3,7,4,0,0.0
1,1,2,3,7,4,1,0.0
1,0,2,2,0,6,0,0.0
1,0,2,2,0,6,1,0.0
1,1,2,2,7,6,0,0.0
1,1,2,2,7,6,1,0.0
1,1,1,3,7,3,0,0.0
1,1,1,3,7,3,1,0.0
1,0,1,2,0,3,0,0.0
1,0,1,2,0,3,1,0.0
1,1,1,2,7,3,0,0.0
1,1,1,2,7,3,1,0.0
1,0,1,2,0,2,0,0.0
1,0,1,2,0,2,1,0.0
1,1,1,2,7,2,0,0.0
1,1,1,2,7,2,1,0.0
1,1,1,2,7,4,0,0.0
1,1,1,2,7,4,1,0.0
1,1,1,3,7,4,0,0.0
1,1,1,3,7,4,1,0.0
1,1,1,4,7,4,0,0.0
1,1,1,4,7,4,1,0.0
1,0,1,1,0,4,0,0.0
1,0,1,1,0,4,1,0.0
1,1,1,1,7,4,0,0.0
1,1,1,1,7,4,1,0.0
1,0,1,2,0,6,0,0.0
1,0,1,2,0,6,1,0.0
1,1,1,2,7,6,0,0.0
1,1,1,2,7,6,1,0.0
1,0,1,2,0,5,0,0.0
1,0,1,2,0,5,1,0.0
1,1,1,2,7,5,0,0.0
1,1,1,2,7,5,1,0.0
1,0,1,3,0,5,0,0.0
1,0,1,3,0,5,1,0.0
1,1,1,3,7,5,0,0.0
1,1,1,3,7,5,1,0.0
1,0,0,2,0,5,0,0.0
1,0,0,2,0,5,1,0.0
1,1,0,2,7,5,0,0.0
1,1,0,2,7,5,1,0.0
1,0,2,0,0,5,0,0.0
1,0,2,0,0,5,1,0.0
1,1,2,0,7,5,0,0.0
1,1,2,0,7,5,1,0.0
1,0,2,1,0,6,0,0.0
1,0,2,1,0,6,1,0.0
1,1,2,1,7,6,0,0.0
1,1,2,1,7,6,1,0.0
1,1,2,1,8,6,0,0.0
1,1,2,1,8,6,1,0.0
1,0,1,1,0,6,0,0.0
1,0,1,1,0,6,1,0.0
1,1,1,1,7,6,0,0.0
1,1,1,1,7,6,1,0.0
1,0,1,0,0,6,0,0.0
1,0,1,0,0,6,1,0.0
1,1,1,0,7,6,0,0.0
1,1,1,0,7,6,1,0.0
1,0,1,0,0,5,0,0.0
1,0,1,0,0,5,1,0.0
1,1,1,0,7,5,0,0.0
1,1,1,0,7,5,1,0.0
1,1,1,0,8,5,0,0.0
1,1,1,0,8,5,1,0.0
1,1,0,1,8,5,0,0.0
1,1,0,1,8,5,1,0.0
1,0,0,0,0,6,0,0.0
1,0,0,0,0,6,1,0.0
1,1,0,0,8,6,0,0.0
1,1,0,0,8,6,1,0.0
1,0,0,1,0,6,0,0.0
1,0,0,1,0,6,1,0.0
1,1,0,1,8,6,0,0.0
1,1,0,1,8,6,1,0.0
1,0,0,0,0,4,0,0.0
1,0,0,0,0,4,1,0.0
1,1,0,0,8,4,0,0.0
1,1,0,0,8,4,1,0.0
1,0,1,0,0,4,0,0.0
1,0,1,0,0,4,1,0.0
1,1,1,0,8,4,0,0.0
1,1,1,0,8,4,1,0.0
1,1,1,1,8,4,0,0.0
1,1,1,1,8,4,1,0.0
1,0,1,1,0,3,0,0.0
1,0,1,1,0,3,1,0.0
1,1,1,1,8,3,0,0.0
1,1,1,1,8,3,1,0.0
1,0,1,1,0,5,0,0.0
1,0,1,1,0,5,1,0.0
1,1,1,1,8,5,0,0.0
1,1,1,1,8,5,1,0.0
1,0,0,1,0,4,0,0.0
1,0,0,1,0,4,1,0.0
1,1,0,1,8,4,0,0.0
1,1,0,1,8,4,1,0.0
1,1,0,2,8,5,0,0.0
1,1,0,2,8,5,1,0.0
1,1,2,4,9,5,0,0.0
1,1,2,4,9,5,1,0.0
1,1,3,3,9,5,0,0.0
1,1,3,3,9,5,1,0.0
1,0,4,2,0,5,0,0.0
1,0,4,2,0,5,1,0.0
1,1,4,2,9,5,0,0.0
1,1,4,2,9,5,1,0.0
1,0,3,1,0,5,0,0.0
1,0,3,1,0,5,1,0.0
1,1,3,1,9,5,0,0.0
1,1,3,1,9,5,1,0.0
1,0,3,2,0,6,0,0.0
1,0,3,2,0,6,1,0.0
1,1,3,2,9,6,0,0.0
1,1,3,2,9,6,1,0.0
1,0,3,3,0,6,0,0.0
1,0,3,3,0,6,1,0.0
1,1,3,3,9,6,0,0.0
1,1,3,3,9,6,1,0.0
1,1,3,4,9,6,0,0.0
1,1,3,4,9,6,1,0.0
1,1,3,4,9,5,0,0.0
1,1,3,4,9,5,1,0.0
1,1,3,3,9,4,0,0.0
1,1,3,3,9,4,1,0.0
1,0,3,2,0,5,0,0.0
1,0,3,2,0,5,1,0.0
1,1,3,2,9,5,0,0.0
1,1,3,2,9,5,1,0.0
1,1,3,2,9,4,0,0.0
1,1,3,2,9,4,1,0.0
1,1,2,3,9,5,0,0.0
1,1,2,3,9,5,1,0.0
1,1,2,2,9,5,0,0.0
1,1,2,2,9,5,1,0.0
1,1,2,3,8,5,0,0.0
1,1,2,3,8,5,1,0.0
1,1,2,2,8,5,0,0.0
1,1,2,2,8,5,1,0.0
1,1,2,3,8,4,0,0.0
1,1,2,3,8,4,1,0.0
1,1,2,4,9,4,0,0.0
1,1,2,4,9,4,1,0.0
1,1,1,3,8,4,0,0.0
1,1,1,3,8,4,1,0.0
1,1,1,4,8,4,0,0.0
1,1,1,4,8,4,1,0.0
1,1,1,2,8,4,0,0.0
1,1,1,2,8,4,1,0.0
1,0,0,3,0,4,0,0.0
1,0,0,3,0,4,1,0.0
1,1,0,3,7,4,0,0.0
1,1,0,3,7,4,1,0.0
1,0,0,3,0,5,0,0.0
1,0,0,3,0,5,1,0.0
1,1,0,3,7,5,0,0.0
1,1,0,3,7,5,1,0.0
0,0,2,6,0,4,0,0.0
0,0,2,6,0,4,1,0.0
0,1,2,6,2,4,0,-0.48853859166501107
0,1,2,6,2,4,1,0.0
0,0,1,4,0,4,0,0.0
0,0,1,4,0,4,1,0.0
0,1,1,4,0,4,0,-0.7812760676135941
0,1,1,4,0,4,1,0.0
0,0,3,4,0,6,0,0.0
0,0,3,4,0,6,1,0.0
0,1,3,4,2,6,0,-0.5003375001965793
0,1,3,4,2,6,1,0.0
0,0,5,5,0,6,0,0.0
0,0,5,5,0,6,1,0.0
0,1,5,5,2,6,0,-0.4870431367109808
0,1,5,5,2,6,1,0.0
0,0,1,5,0,6,0,0.0
0,0,1,5,0,6,1,0.0
0,1,1,5,0,6,0,-0.6903108295229927
0,1,1,5,0,6,1,0.0
0,0,1,4,0,6,0,0.0
0,0,1,4,0,6,1,0.0
0,1,1,4,0,6,0,-0.7311478466808767
0,1,1,4,0,6,1,0.0
0,0,1,5,0,5,0,0.0
0,0,1,5,0,5,1,0.0
0,1,1,5,0,5,0,-0.8487548952348872
0,1,1,5,0,5,1,0.0
0,0,1,4,0,5,0,0.0
0,0,1,4,0,5,1,0.0
0,1,1,4,0,5,0,-0.8244301289271727
0,1,1,4,0,5,1,0.0
0,0,3,5,0,6,0,0.0
0,0,3,5,0,6,1,0.0
0,1,3,5,2,6,0,-0.5957123930585706
0,1,3,5,2,6,1,0.0
0,0,3,5,0,7,0,0.0
0,0,3,5,0,7,1,0.0
0,1,3,5,2,7,0,-0.5957123930585706
0,1,3,5,2,7,1,0.0
0,0,3,6,0,6,0,0.0
0,0,3,6,0,6,1,0.0
0,1,3,6,2,6,0,-0.5705308968436936
0,1,3,6,2,6,1,0.0
0,0,3,4,0,5,0,0.0
0,0,3,4,0,5,1,0.0
0,1,3,4,2,5,0,-0.49859665183703894
0,1,3,4,2,5,1,0.0
0,1,1,4,2,5,0,-0.04477427257121724
0,1,1,4,2,5,1,0.0
0,0,3,4,0,4,0,0.0
0,0,3,4,0,4,1,0.0
0,1,3,4,2,4,0,-0.2525503617746277
0,1,3,4,2,4,1,0.0
0,0,3,7,0,5,0,0.0
0,0,3,7,0,5,1,0.0
0,1,3,7,2,5,0,-0.4324731099198159
0,1,3,7,2,5,1,0.0
0,0,3,6,0,5,0,0.0
0,0,3,6,0,5,1,0.0
0,1,3,6,2,5,0,-0.4324731099197959
0,1,3,6,2,5,1,0.0
0,0,1,7,0,5,0,0.0
0,0,1,7,0,5,1,0.0
0,1,1,7,4,5,0,-0.3469959753892717
0,1,1,7,4,5,1,0.0
0,0,2,4,0,5,0,0.0
0,0,2,4,0,5,1,0.0
0,1,2,4,2,5,0,-0.4541866236198339
0,1,2,4,2,5,1,0.0
0,0,0,4,0,5,0,0.0
0,0,0,4,0,5,1,0.0
0,1,0,4,4,5,0,-0.24996311529534637
0,1,0,4,4,5,1,0.0
0,0,0,4,0,4,0,0.0
0,0,0,4,0,4,1,0.0
0,1,0,4,4,4,0,-0.12871673285259633
0,1,0,4,4,4,1,0.0
0,0,1,3,0,4,0,0.0
0,0,1,3,0,4,1,0.0
0,1,1,3,6,4,0,0.07647259220722576
0,1,1,3,6,4,1,0.0
0,0,1,2,0,4,0,0.0
0,0,1,2,0,4,1,0.0
0,1,1,2,6,4,0,-0.0142166732527765
0,1,1,2,6,4,1,0.0
0,1,1,4,7,6,0,0.0012028078882962473
0,1,1,4,7,6,1,0.0
0,1,1,5,7,6,0,0.01243296180729692
0,1,1,5,7,6,1,0.0
0,0,1,6,0,5,0,0.0
0,0,1,6,0,5,1,0.0
0,1,1,6,7,5,0,0.0013740423127065436
0,1,1,6,7,5,1,0.0
0,0,0,4,0,6,0,0.0
0,0,0,4,0,6,1,0.0
0,1,0,4,7,6,0,0.00501567370307581
0,1,0,4,7,6,1,0.0
0,0,0,6,0,4,0,0.0
0,0,0,6,0,4,1,0.0
0,1,0,6,7,4,0,-0.019085945615654736
0,1,0,6,7,4,1,0.0
0,1,0,4,7,4,0,0.05841478411079943
0,1,0,4,7,4,1,0.0
0,1,0,4,7,5,0,0.017369036883330274
0,1,0,4,7,5,1,0.0
0,0,0,5,0,4,0,0.0
0,0,0,5,0,4,1,0.0
0,1,0,5,7,4,0,0.1510413753487048
0,1,0,5,7,4,1,0.0
0,0,0,4,0,3,0,0.0
0,0,0,4,0,3,1,0.0
0,1,0,4,7,3,0,0.024103560377473958
0,1,0,4,7,3,1,0.0
0,1,0,5,8,4,0,0.1779270064577803
0,1,0,5,8,4,1,0.0
0,1,1,5,7,5,0,0.12198412951501073
0,1,1,5,7,5,1,0.0
0,1,1,4,7,5,0,0.24460141988668413
0,1,1,4,7,5,1,0.0
0,0,0,8,0,4,0,0.0
0,0,0,8,0,4,1,0.0
0,1,0,8,8,4,0,0.40098578122208245
0,1,0,8,8,4,1,0.0
0,0,1,8,0,5,0,0.0
0,0,1,8,0,5,1,0.0
0,1,1,8,8,5,0,0.2855314177121348
0,1,1,8,8,5,1,0.0
0,1,0,6,8,4,0,0.14097793075242324
0,1,0,6,8,4,1,0.0
0,0,1,8,0,4,0,0.0
0,0,1,8,0,4,1,0.0
0,1,1,8,8,4,0,0.39095679074001466
0,1,1,8,8,4,1,0.0
0,0,0,7,0,4,0,0.0
0,0,0,7,0,4,1,0.0
0,1,0,7,8,4,0,0.26526133290248916
0,1,0,7,8,4,1,0.0
0,0,2,7,0,5,0,0.0
0,0,2,7,0,5,1,0.0
0,1,2,7,8,5,0,0.2897658311594261
0,1,2,7,8,5,1,0.0
0,0,0,8,0,5,0,0.0
0,0,0,8,0,5,1,0.0
0,1,0,8,8,5,0,0.28301671340523893
0,1,0,8,8,5,1,0.0
0,0,2,7,0,4,0,0.0
0,0,2,7,0,4,1,0.0
0,1,2,7,8,4,0,0.14415816589969155
0,1,2,7,8,4,1,0.0
0,0,2,8,0,3,0,0.0
0,0,2,8,0,3,1,0.0
0,1,2,8,8,3,0,0.48086308164663516
0,1,2,8,8,3,1,0.0
0,1,2,6,8,4,0,0.4804680945678898
0,1,2,6,8,4,1,0.0
0,1,0,5,5,4,0,0.023243135194679018
0,1,0,5,5,4,1,0.0
0,1,3,4,8,4,0,0.3567781861094802
0,1,3,4,8,4,1,0.0
0,1,3,4,8,5,0,0.37603318521074275
0,1,3,4,8,5,1,0.0
0,0,2,5,0,5,0,0.0
0,0,2,5,0,5,1,0.0
0,1,2,5,8,5,0,0.41579334828581666
0,1,2,5,8,5,1,0.0
0,1,2,4,8,5,0,0.09726881854781093
0,1,2,4,8,5,1,0.0
0,1,0,4,8,6,0,0.022265549940667054
0,1,0,4,8,6,1,0.0
0,0,2,5,0,6,0,0.0
0,0,2,5,0,6,1,0.0
0,1,2,5,8,6,0,0.00023943230052944018
0,1,2,5,8,6,1,0.0
0,0,4,5,0,7,0,0.0
0,0,4,5,0,7,1,0.0
0,1,4,5,8,7,0,0.4212828753689565
0,1,4,5,8,7,1,0.0
0,0,4,6,0,7,0,0.0
0,0,4,6,0,7,1,0.0
0,1,4,6,8,7,0,0.4212828753689565
0,1,4,6,8,7,1,0.0
0,0,3,6,0,7,0,0.0
0,0,3,6,0,7,1,0.0
0,1,3,6,8,7,0,0.39287903140336655
0,1,3,6,8,7,1,0.0
0,0,1,5,0,7,0,0.0
0,0,1,5,0,7,1,0.0
0,1,1,5,8,7,0,0.39285773916652417
0,1,1,5,8,7,1,0.0
0,0,1,7,0,7,0,0.0
0,0,1,7,0,7,1,0.0
0,1,1,7,8,7,0,0.1490868019094473
0,1,1,7,8,7,1,0.0
0,0,1,8,0,7,0,0.0
0,0,1,8,0,7,1,0.0
0,1,1,8,8,7,0,0.39281500135444825
0,1,1,8,8,7,1,0.0
0,0,1,8,0,6,0,0.0
0,0,1,8,0,6,1,0.0
0,1,1,8,8,6,0,0.35064210604055346
0,1,1,8,8,6,1,0.0
0,0,0,8,0,6,0,0.0
0,0,0,8,0,6,1,0.0
0,1,0,8,8,6,0,0.35067226357928993
0,1,0,8,8,6,1,0.0
0,1,1,6,8,5,0,0.24380336847205109
0,1,1,6,8,5,1,0.0
0,1,1,5,8,5,0,0.35065624514253463
0,1,1,5,8,5,1,0.0
0,0,0,9,0,5,0,0.0
0,0,0,9,0,5,1,0.0
0,1,0,9,8,5,0,0.3560867503018152
0,1,0,9,8,5,1,0.0
0,0,1,6,0,4,0,0.0
0,0,1,6,0,4,1,0.0
0,1,1,6,8,4,0,0.20176364319315745
0,1,1,6,8,4,1,0.0
0,0,1,5,0,4,0,0.0
0,0,1,5,0,4,1,0.0
0,1,1,5,8,4,0,0.3394213504372792
0,1,1,5,8,4,1,0.0
0,0,1,9,0,4,0,0.0
0,0,1,9,0,4,1,0.0
0,1,1,9,8,4,0,0.24052233213739008
0,1,1,9,8,4,1,0.0
0,0,9,8,0,5,0,0.0
0,0,9,8,0,5,1,0.0
0,1,9,8,8,5,0,0.2759253404252703
0,1,9,8,8,5,1,0.0
0,0,9,8,0,6,0,0.0
0,0,9,8,0,6,1,0.0
0,1,9,8,8,6,0,0.24257109098016838
0,1,9,8,8,6,1,0.0
0,0,4,5,0,5,0,0.0
0,0,4,5,0,5,1,0.0
0,1,4,5,8,5,0,0.11301069732537358
0,1,4,5,8,5,1,0.0
0,0,0,5,0,5,0,0.0
0,0,0,5,0,5,1,0.0
0,1,0,5,7,5,0,-0.009184072232757863
0,1,0,5,7,5,1,0.0
0,0,7,4,0,6,0,0.0
0,0,7,4,0,6,1,0.0
0,1,7,4,7,6,0,0.032886356510220684
0,1,7,4,7,6,1,0.0
0,0,0,5,0,6,0,0.0
0,0,0,5,0,6,1,0.0
0,1,0,5,7,6,0,-0.008142536950893977
0,1,0,5,7,6,1,0.0
0,0,1,6,0,6,0,0.0
0,0,1,6,0,6,1,0.0
0,1,1,6,6,6,0,0.052750574088021834
0,1,1,6,6,6,1,0.0
0,0,2,6,0,6,0,0.0
0,0,2,6,0,6,1,0.0
0,1,2,6,7,6,0,0.008657869308653851
0,1,2,6,7,6,1,0.0
0,1,2,5,4,6,0,-0.00025220610726097066
0,1,2,5,4,6,1,0.0
0,1,2,5,4,5,0,0.00079505308976818
0,1,2,5,4,5,1,0.0
0,1,0,8,6,5,0,0.006656903742669103
0,1,0,8,6,5,1,0.0
0,0,5,5,0,5,0,0.0
0,0,5,5,0,5,1,0.0
0,1,5,5,6,5,0,0.08477076546123706
0,1,5,5,6,5,1,0.0
0,0,9,6,0,5,0,0.0
0,0,9,6,0,5,1,0.0
0,1,9,6,8,5,0,0.4216344238445863
0,1,9,6,8,5,1,0.0
0,0,9,6,0,4,0,0.0
0,0,9,6,0,4,1,0.0
0,1,9,6,8,4,0,0.4216273094302822
0,1,9,6,8,4,1,0.0
0,0,9,8,0,4,0,0.0
0,0,9,8,0,4,1,0.0
0,1,9,8,8,4,0,0.4216237597065486
0,1,9,8,8,4,1,0.0
0,0,9,5,0,5,0,0.0
0,0,9,5,0,5,1,0.0
0,1,9,5,8,5,0,0.4216060859171976
0,1,9,5,8,5,1,0.0
0,0,9,5,0,7,0,0.0
0,0,9,5,0,7,1,0.0
0,1,9,5,8,7,0,0.4215882624693342
0,1,9,5,8,7,1,0.0
0,0,9,6,0,8,0,0.0
0,0,9,6,0,8,1,0.0
0,1,9,6,8,8,0,0.4215660804370176
0,1,9,6,8,8,1,0.0
0,0,9,8,0,8,0,0.0
0,0,9,8,0,8,1,0.0
0,1,9,8,8,8,0,0.34352006463423573
0,1,9,8,8,8,1,0.0
0,0,8,8,0,8,0,0.0
0,0,8,8,0,8,1,0.0
0,1,8,8,7,8,0,0.3120331392267245
0,1,8,8,7,8,1,0.0
0,0,8,5,0,9,0,0.0
0,0,8,5,0,9,1,0.0
0,1,8,5,7,9,0,0.10308182784271938
0,1,8,5,7,9,1,0.0
0,0,8,7,0,9,0,0.0
0,0,8,7,0,9,1,0.0
0,1,8,7,7,9,0,0.1685748399799571
0,1,8,7,7,9,1,0.0
0,0,8,6,0,9,0,0.0
0,0,8,6,0,9,1,0.0
0,1,8,6,7,9,0,0.23408384252551978
0,1,8,6,7,9,1,0.0
0,0,4,5,0,8,0,0.0
0,0,4,5,0,8,1,0.0
0,1,4,5,6,8,0,0.15268271070657063
0,1,4,5,6,8,1,0.0
0,0,4,7,0,6,0,0.0
0,0,4,7,0,6,1,0.0
0,1,4,7,6,6,0,0.26211637125564025
0,1,4,7,6,6,1,0.0
0,0,4,3,0,6,0,0.0
0,0,4,3,0,6,1,0.0
0,1,4,3,6,6,0,0.08720364376995156
0,1,4,3,6,6,1,0.0
0,0,4,4,0,7,0,0.0
0,0,4,4,0,7,1,0.0
0,1,4,4,6,7,0,0.03548582739950986
0,1,4,4,6,7,1,0.0
0,1,4,5,6,7,0,0.3195181764595304
0,1,4,5,6,7,1,0.0
0,0,4,5,0,6,0,0.0
0,0,4,5,0,6,1,0.0
0,1,4,5,6,6,0,0.21064837299448755
0,1,4,5,6,6,1,0.0
0,0,4,6,0,6,0,0.0
0,0,4,6,0,6,1,0.0
0,1,4,6,6,6,0,0.15259579108873977
0,1,4,6,6,6,1,0.0
0,1,0,8,6,6,0,0.15259579108873977
0,1,0,8,6,6,1,0.0
0,1,4,5,6,5,0,0.11211967827079984
0,1,4,5,6,5,1,0.0
0,0,4,4,0,5,0,0.0
0,0,4,4,0,5,1,0.0
0,1,4,4,6,5,0,0.3220710878157664
0,1,4,4,6,5,1,0.0
0,0,4,4,0,4,0,0.0
0,0,4,4,0,4,1,0.0
0,1,4,4,6,4,0,0.14300030300672478
0,1,4,4,6,4,1,0.0
0,1,0,4,6,4,0,0.09109749238510005
0,1,0,4,6,4,1,0.0
0,1,0,4,6,5,0,0.13815568304339074
0,1,0,4,6,5,1,0.0
0,0,3,5,0,4,0,0.0
0,0,3,5,0,4,1,0.0
0,1,3,5,6,4,0,0.04003923051095238
0,1,3,5,6,4,1,0.0
0,0,3,5,0,3,0,0.0
0,0,3,5,0,3,1,0.0
0,1,3,5,6,3,0,0.08200204575072244
0,1,3,5,6,3,1,0.0
0,0,3,4,0,2,0,0.0
0,0,3,4,0,2,1,0.0
0,1,3,4,6,2,0,0.3097988738407463
0,1,3,4,6,2,1,0.0
0,1,3,4,6,4,0,0.02731362932620052
0,1,3,4,6,4,1,0.0
0,1,3,4,6,5,0,0.010777544485702473
0,1,3,4,6,5,1,0.0
0,1,3,6,6,5,0,-0.013478949186248427
0,1,3,6,6,5,1,0.0
0,0,3,7,0,4,0,0.0
0,0,3,7,0,4,1,0.0
0,1,3,7,6,4,0,0.04372783020388193
0,1,3,7,6,4,1,0.0
0,1,0,5,6,4,0,0.15045554506736125
0,1,0,5,6,4,1,0.0
0,0,3,5,0,5,0,0.0
0,0,3,5,0,5,1,0.0
0,1,3,5,6,5,0,0.011365839259025012
0,1,3,5,6,5,1,0.0
0,0,6,9,0,5,0,0.0
0,0,6,9,0,5,1,0.0
0,1,6,9,8,5,0,0.4357249871038803
0,1,6,9,8,5,1,0.0
0,0,6,9,0,3,0,0.0
0,0,6,9,0,3,1,0.0
0,1,6,9,8,3,0,0.4357071618087781
0,1,6,9,8,3,1,0.0
0,0,0,7,0,3,0,0.0
0,0,0,7,0,3,1,0.0
0,1,0,7,6,3,0,0.22336617304479592
0,1,0,7,6,3,1,0.0
0,0,0,7,0,2,0,0.0
0,0,0,7,0,2,1,0.0
0,1,0,7,6,2,0,0.22327900724368382
0,1,0,7,6,2,1,0.0
0,0,0,6,0,3,0,0.0
0,0,0,6,0,3,1,0.0
0,1,0,6,6,3,0,0.16370699866291372
0,1,0,6,6,3,1,0.0
0,0,3,6,0,4,0,0.0
0,0,3,6,0,4,1,0.0
0,1,3,6,6,4,0,0.022496791057877257
0,1,3,6,6,4,1,0.0
0,1,1,6,4,4,0,-0.2124867872681901
0,1,1,6,4,4,1,0.0
0,1,1,5,4,4,0,-0.1258384225701963
0,1,1,5,4,4,1,0.0
0,1,1,5,4,5,0,-0.1306288076859039
0,1,1,5,4,5,1,0.0
0,1,1,5,5,4,0,-0.24810414753470103
0,1,1,5,5,4,1,0.0
0,0,0,6,0,5,0,0.0
0,0,0,6,0,5,1,0.0
0,1,0,6,4,5,0,-0.23356709977882098
0,1,0,6,4,5,1,0.0
0,0,1,5,0,3,0,0.0
0,0,1,5,0,3,1,0.0
0,1,1,5,4,3,0,-0.3119936150143924
0,1,1,5,4,3,1,0.0
0,0,0,9,0,4,0,0.0
0,0,0,9,0,4,1,0.0
0,1,0,9,7,4,0,0.047113374898594546
0,1,0,9,7,4,1,0.0
0,1,0,9,7,5,0,-0.046415731962824155
0,1,0,9,7,5,1,0.0
0,1,0,5,4,5,0,-0.0274868175824938
0,1,0,5,4,5,1,0.0
0,1,0,8,4,5,0,-0.18165182553330522
0,1,0,8,4,5,1,0.0
0,1,0,5,4,4,0,0.001353185756643901
0,1,0,5,4,4,1,0.0
0,0,1,6,0,3,0,0.0
0,0,1,6,0,3,1,0.0
0,1,1,6,6,3,0,0.10750475457470011
0,1,1,6,6,3,1,0.0
0,0,6,5,0,3,0,0.0
0,0,6,5,0,3,1,0.0
0,1,6,5,6,3,0,0.009250434344484859
0,1,6,5,6,3,1,0.0
0,0,5,5,0,4,0,0.0
0,0,5,5,0,4,1,0.0
0,1,5,5,5,4,0,-0.06541706883388579
0,1,5,5,5,4,1,0.0
0,0,5,4,0,4,0,0.0
0,0,5,4,0,4,1,0.0
0,1,5,4,5,4,0,-0.03982225790793224
0,1,5,4,5,4,1,0.0
0,1,0,4,5,4,0,-0.010400455863217618
0,1,0,4,5,4,1,0.0
0,0,6,5,0,4,0,0.0
0,0,6,5,0,4,1,0.0
0,1,6,5,6,4,0,0.1074231628992177
0,1,6,5,6,4,1,0.0
0,0,6,5,0,5,0,0.0
